Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"61(1,E8)",95-3,Invalid curve fit,,,,,,,,,,,,3320,,
"62(1,F8)",95-3,Invalid curve fit,,,,,,,,,,,,3185,,
"63(1,G8)",95-4,Invalid curve fit,,,,,,,,,,,,3806,,
"64(1,H8)",95-4,Invalid curve fit,,,,,,,,,,,,2151,,
"65(1,A9)",96-1,Invalid curve fit,,,,,,,,,,,,4315,,
"66(1,B9)",96-1,Invalid curve fit,,,,,,,,,,,,4132,,
"67(1,C9)",96-2,Invalid curve fit,,,,,,,,,,,,3823,,
"68(1,D9)",96-2,Invalid curve fit,,,,,,,,,,,,6075,,
"69(1,E9)",96-3,Invalid curve fit,,,,,,,,,,,,3787,,
"70(1,F9)",96-3,Invalid curve fit,,,,,,,,,,,,3249,,
"71(1,G9)",96-4,Invalid curve fit,,,,,,,,,,,,3807,,
"72(1,H9)",96-4,Invalid curve fit,,,,,,,,,,,,2176,,
"73(1,A10)",99-1,Invalid curve fit,,,,,,,,,,,,4363,,
"74(1,B10)",99-1,Invalid curve fit,,,,,,,,,,,,4805,,
"75(1,C10)",99-2,Invalid curve fit,,,,,,,,,,,,4083,,
"76(1,D10)",99-2,Invalid curve fit,,,,,,,,,,,,6353,,
"77(1,E10)",99-3,Invalid curve fit,,,,,,,,,,,,4143,,
"78(1,F10)",99-3,Invalid curve fit,,,,,,,,,,,,4244,,
"79(1,G10)",99-4,Invalid curve fit,,,,,,,,,,,,3042,,
"80(1,H10)",99-4,Invalid curve fit,,,,,,,,,,,,2190,,
"81(1,A11)",101-1,Invalid curve fit,,,,,,,,,,,,4221,,
"82(1,B11)",101-1,Invalid curve fit,,,,,,,,,,,,4609,,
"83(1,C11)",101-2,Invalid curve fit,,,,,,,,,,,,4756,,
"84(1,D11)",101-2,Invalid curve fit,,,,,,,,,,,,6419,,
"85(1,E11)",101-3,Invalid curve fit,,,,,,,,,,,,3733,,
"86(1,F11)",101-3,Invalid curve fit,,,,,,,,,,,,4612,,
"87(1,G11)",101-4,Invalid curve fit,,,,,,,,,,,,2985,,
"88(1,H11)",101-4,Invalid curve fit,,,,,,,,,,,,2394,,
"89(1,A12)",102-1,Invalid curve fit,,,,,,,,,,,,3904,,
"90(1,B12)",102-1,Invalid curve fit,,,,,,,,,,,,4317,,
"91(1,C12)",102-2,Invalid curve fit,,,,,,,,,,,,4779,,
"92(1,D12)",102-2,Invalid curve fit,,,,,,,,,,,,6449,,
"93(1,E12)",102-3,Invalid curve fit,,,,,,,,,,,,3741,,
"94(1,F12)",102-3,Invalid curve fit,,,,,,,,,,,,3680,,
"95(1,G12)",102-4,Invalid curve fit,,,,,,,,,,,,2603,,
"96(1,H12)",102-4,Invalid curve fit,,,,,,,,,,,,1166,,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,,
Standard1,5143.25,3624.75,7763.25,12461.5,7448.5,13282.5,4386.75,3000.5,3251.25,7983,5994.5,14851,,,,
Standard2,1657,902.5,2114,6160.75,2037.25,6426.75,1506.5,909.5,1031.5,3357.5,1805,7477.75,,,,
Standard3,664.25,337.5,659.75,1757.25,829.75,2538,597.75,307,400.5,1191,641.25,2156,,,,
Standard4,145.25,201,703,926,514.5,1870,252.5,228.5,166.5,1252.5,227.5,2107.25,,,,
Standard5,76,35,77,54.5,70.5,88.5,52,21.5,45.5,99,45.75,37.5,,,,
Standard6,20.5,9.5,21,13.5,16.25,6.5,12,4,12,23,11,3.5,,,,
Standard7,9,3.5,7,5.25,7.5,0.5,6,1.5,5.5,8.5,4,-0.5,,,,
76-1,21,6,601,11276.5,4.5,362,4.5,192.5,4880,446,3.5,22778.75,,,,
76-2,16.5,6.5,190,9054.75,8,76,7,51,4608.5,258.5,6.5,21659,,,,
76-3,20,15.5,284,10539.25,7.5,256.75,6,88,4521.5,322,6.5,22457,,,,
76-4,14.5,5.5,196.5,10775.25,6,73,6,73.5,4437,318.5,4.5,22385.5,,,,
77-1,18.5,13,186,10844.25,8.5,418.75,6.5,105.5,4479,628.25,6.5,21292.75,,,,
77-2,16.75,8.5,176,11636.75,8,82.5,6,62.5,6976.75,620.5,5.5,25698.25,,,,
77-3,16.5,9.25,200.5,10610.75,7,144.5,5.5,100.5,4865.5,605.75,5,21942.75,,,,
77-4,15.5,7,178,10340.5,6.5,129.75,4,90.5,5296.5,529.5,3.5,21210.25,,,,
79-1,13,7.5,288.75,9782.25,5,94,4,98,5896,747.75,3.5,21030.5,,,,
79-2,12.5,7,211,9204.75,6,37,5.5,82.5,5283.25,477.5,4,19602.5,,,,
79-3,13,6.5,128.5,10128.5,6.25,44,5.75,96,6393.75,585,4,20256,,,,
79-4,12.5,6.5,220,9387,5,96.25,4,103.25,5298.25,615,3,19059,,,,
81-1,10.5,5,191.75,10737.75,4.5,55.5,3.5,139.75,4823.5,640.25,2.5,22914.75,,,,
81-2,4.5,3.25,93.75,8333,8,12,12.5,48.5,4698.75,390.25,5,18939,,,,
81-3,9.5,5,130.75,11051,4.5,58,4,66,5772.25,606,4,23681.5,,,,
81-4,12,6,146.5,9385.5,5.5,42.5,6,77.75,5224,553.75,4,23324.5,,,,
84-1,16,9,321,11193.5,7.5,74.5,6,102.75,5135.75,454,6,20008.5,,,,
84-2,16.5,10,196,10427.25,9.75,62.5,7.5,64,5687.25,387.25,8,21719.5,,,,
84-3,18,8.5,317.25,10919.5,7.5,105,7,104.5,5986.25,676.25,6.5,23957.75,,,,
84-4,25,2621.5,175.75,7186.5,3,124.5,16.5,62.5,NaN,341,28.5,13500.25,,,,
95-1,10.5,734.75,183.25,7835.75,3,64,12.75,51,4635.25,347.5,4,14055.25,,,,
95-2,18,11,152.5,10075.75,11.5,35.25,8,57,6279,763,9,28272.5,,,,
95-3,16,10,230.75,7654.5,7,97,6.25,45,6170,400.5,5.5,24017.25,,,,
95-4,16,10,228.25,10463,7,77,4.5,38.25,6579.25,390.75,4.75,24679,,,,
96-1,11.5,2.5,215.5,5984.5,8,188,6.5,90.5,5155.25,289.5,5.5,22034.25,,,,
96-2,14.5,4,199,6519.5,10.5,199.5,8,74.75,5005.75,222.25,8,22100,,,,
96-3,20,2.5,205.5,5786,6,281,5,63,4974.75,239.5,4.5,21519.25,,,,
96-4,21.5,2,257.5,6912.25,7.75,253,8,82.5,4626.75,257.5,7.5,23833,,,,
99-1,16,7.5,141.5,10738.5,9,83.5,7.5,100.5,4590.75,732.5,5.5,21241.25,,,,
99-2,14,8.5,114,10841,10,51,7.5,62,4883.75,507,5.5,21426,,,,
99-3,17.5,7.5,157,11611,8.75,64.5,6,102,5934.25,774.5,5.5,22644.5,,,,
99-4,15.5,5.75,142.25,11511,7.5,64.5,5,132.25,6098.5,802.5,2,23201.25,,,,
101-1,14,7.75,329.25,10407.5,8.5,129.5,5.5,188,5918.5,621.75,6.25,20772.75,,,,
101-2,14.5,8,250.5,9658,11,110,8,61.25,6655.5,545.5,9.25,21855,,,,
101-3,15.5,7.5,332,7830.25,10.25,46.5,8.5,78,5798.75,414.5,9,20117,,,,
101-4,13,4.5,289.5,11636.75,6,70,5.5,71,6822.5,711.75,3.75,22530.25,,,,
102-1,18.5,16,217.25,8352,11,110.5,7.5,121,6335,1032,7.5,24771.75,,,,
102-2,16,13.75,270.75,8678.5,12.5,22,8.25,108,6493,778.5,8.5,24509.5,,,,
102-3,16,11.5,229.5,9231.75,11,22.5,8.5,127.75,6278,828,9,23628.5,,,,
102-4,12.5,5.5,244.75,8770.5,5,20.5,4.5,136.5,5895.25,947,2.5,23065.5,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Result,,,,,,,,,,,,,,,
Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,,
Standard1,N/A,1103.162459,11634.7381,55907.52073,1583.781256,17230.15414,6601.541483,6717.214365,6848859.737,215894.3305,148529.7823,142297.0577,,,,
Standard2,N/A,294.2489037,3349.048754,19008.77674,297.5312298,2500.459031,1280.097435,1520.053136,1725097.338,59919.53955,37918.64177,45513.1224,,,,
Standard3,N/A,115.7334666,1099.066638,6149.431665,113.0433392,645.3961066,429.5771473,507.8721017,623149.7689,17707.1455,13690.3099,15053.18932,,,,
Standard4,N/A,70.56403526,1158.065239,3745.79097,71.61920336,494.4708766,188.998775,390.1677126,262162.6223,19493.54828,5543.900422,14327.77824,,,,
Standard5,N/A,13.44499902,141.2448955,640.9404327,13.31821322,82.25930072,54.13871768,64.223096,79323.34963,2199.077442,1582.61896,1598.458065,,,,
Standard6,N/A,3.885294888,41.31782093,240.1686206,4.031173876,33.00418081,17.26888662,20.80888094,22583.44585,766.103756,525.0648806,565.9288142,,,,
Standard7,N/A,1.502426549,15.00601839,71.50489266,1.546492405,9.462715942,6.724531434,8.727144016,8468.089488,254.9558878,176.3706416,185.3090103,,,,
76-1,N/A,2.512910127,1005.156602,45155.74428,< 1.41289437585734,157.0152303,< 5.74759945130316,335.7650609,11774930.16,7061.19833,125.2429528,11514482.95,,,,
76-2,N/A,2.711573648,334.2859433,30960.23207,1.723782146,75.47105742,9.368542048,116.3031957,10891193.32,4497.271954,324.5920741,1568604,,,,
76-3,N/A,6.199447362,490.8507943,39757.67584,1.442852303,131.7522447,N/A,177.4619731,10596118.87,5378.126359,329.7056573,3650187.856,,,,
76-4,N/A,2.312561495,345.2287385,41393.10659,0.776983731,76.27570538,N/A,154.5273544,10343483.36,5330.438533,210.9565032,6748099.443,,,,
77-1,N/A,5.244042427,327.5861003,41905.71574,1.931431135,169.7835768,N/A,204.5802058,10468386.04,9554.016609,329.7056573,1012064.541,,,,
77-2,N/A,3.500693781,310.6091694,48512.17365,N/A,74.90858782,N/A,136.5595001,19448326.13,9545.805699,266.0406731,> 135440,,,,
77-3,N/A,3.791050926,351.938435,40267.97617,1.338843416,100.8969169,N/A,196.8822233,11714804.86,9242.845038,240.0356259,1971513.356,,,,
77-4,N/A,2.908806505,314.1169329,38438.22703,1.057913573,96.33669526,< 5.74759945130316,181.3238903,13167109.35,8197.332536,N/A,911608.566,,,,
79-1,N/A,3.107470026,498.6943814,34974.25879,< 1.41289437585734,84.22720897,< 5.74759945130316,192.9844928,15285373.82,11217.7065,125.2429528,822943.3021,,,,
79-2,N/A,2.910237169,369.3168563,31748.05339,N/A,57.67052322,N/A,168.6071132,13117065.82,7497.592658,N/A,474408.8079,,,,
79-3,N/A,2.711573648,230.1451701,37077.73107,N/A,63.18545384,N/A,189.9168638,17146772.35,8957.945686,N/A,558696.0813,,,,
79-4,N/A,2.711573648,384.552597,32730.1085,N/A,85.08022732,< 5.74759945130316,201.1161041,13165970.39,9370.05514,N/A,364843.2343,,,,
81-1,N/A,2.110166227,337.2533507,41130.90332,< 1.41289437585734,68.78240612,< 5.74759945130316,256.65478,11575146.94,9719.06084,N/A,N/A,,,,
81-2,N/A,1.39010886,170.3905074,29707.61874,1.602281535,41.39087252,N/A,113.3902193,11174340.9,6303.822132,245.5423648,N/A,,,,
81-3,N/A,2.10383397,233.9864913,43412.92661,N/A,69.67842862,< 5.74759945130316,142.4643808,14838445.83,9247.620448,159.8288144,> 135440,,,,
81-4,N/A,2.511225016,260.8192991,32724.40143,N/A,62.46737292,N/A,161.3267622,12954433.67,8528.945945,159.8288144,N/A,,,,
84-1,N/A,3.69558817,551.7927243,44500.44113,1.546492405,76.87900977,N/A,200.3479894,12733895.4,7169.799961,300.6265346,613819.2851,,,,
84-2,N/A,4.085492431,344.3166358,39035.9767,2.34307707,69.35819954,10.39489226,139.1113067,14751051.72,6263.938956,403.6417833,N/A,,,,
84-3,N/A,3.500693781,545.6287987,42436.92237,1.546492405,88.08181723,9.368542048,203.0337868,15845818.78,10235.02395,329.7056573,N/A,,,,
84-4,N/A,810.2667774,309.7814733,22552.57402,< 1.41289437585734,94.65731021,22.86103203,136.7569717,NaN,5636.632825,N/A,113276.1007,,,,
95-1,N/A,234.4428644,321.7057511,25703.64836,N/A,72.52598969,16.50861107,117.5724186,10959103.4,5724.961881,176.3706416,470778.95,,,,
95-2,N/A,4.473413032,270.9762297,36757.79613,2.811031973,57.40336156,10.74988953,127.1749245,16786035.89,11719.70367,443.921472,> 135440,,,,
95-3,N/A,4.085492431,402.4958355,24448.41344,1.338843416,85.02361974,7.086860341,107.5260106,16331779.64,6444.030819,266.0406731,> 135440,,,,
95-4,N/A,4.085492431,398.1934274,39247.14266,N/A,77.38632372,N/A,95.71962799,17880275.85,6311.847035,202.2136784,> 135440,,,,
96-1,N/A,1.079699768,377.0430617,18181.11213,1.754141394,113.5156905,8.046536741,181.3632184,12682491.61,4934.152699,274.6214875,1875863.88,,,,
96-2,N/A,1.704821817,349.4013008,20048.52109,2.574874345,113.3572923,11.42124248,156.5447753,12190012.01,3988.055984,402.1585225,2374806.269,,,,
96-3,N/A,1.088878473,360.305065,17517.34671,N/A,137.7556461,< 5.74759945130316,137.5837141,12072861.03,4245.261288,210.9565032,1125578.319,,,,
96-4,N/A,N/A,446.9610133,21498.61677,1.598791309,130.7963253,10.74988953,168.8394515,10935271.24,4494.852375,376.1534753,> 135440,,,,
99-1,N/A,3.107470026,252.3152464,41133.47885,2.108720876,80.38029411,9.955759816,196.8752546,10817533.99,11003.8709,274.6214875,929632.8028,,,,
99-2,N/A,3.500693781,205.2862645,41893.12575,2.376510025,65.34423868,10.39489226,135.9668268,11796173.66,7900.634809,266.0406731,1150803.873,,,,
99-3,N/A,3.107470026,278.6306218,47910.22694,2.022839104,72.57335958,6.724531434,199.154225,15435055.34,11596.66045,274.6214875,10141045.3,,,,
99-4,N/A,2.410311814,253.5846144,47056.4548,1.442852303,72.49889027,N/A,245.3041519,16074878.15,11992.38852,N/A,N/A,,,,
101-1,N/A,3.205610802,565.3316239,38871.73803,1.931431135,95.96260605,N/A,329.0300477,15369934.68,9466.150736,315.6488072,710249.71,,,,
101-2,N/A,3.303460924,435.0690935,34253.78294,2.685212311,84.84942232,11.27776512,134.4433729,18159846.32,8439.709778,456.117523,1563757.945,,,,
101-3,N/A,3.09934316,569.8582275,25191.06872,2.485595504,64.48070341,12.07189484,161.7294388,14932682.4,6633.927718,443.921472,529737.6228,,,,
101-4,N/A,1.909817595,499.9337184,48127.53236,0.776983731,75.05790606,N/A,150.5662451,18823680.52,10713.31985,143.4982297,9866845.716,,,,
102-1,N/A,6.387196477,379.9735356,27515.81337,2.713228997,90.03403998,10.39489226,228.2392711,16928487.3,15318.33672,379.6762439,> 135440,,,,
102-2,N/A,5.531032643,468.9346556,29068.11503,3.091650065,49.82260675,11.87620615,208.2902303,17527901.44,11679.67917,423.4980485,> 135440,,,,
102-3,N/A,4.667326395,400.387759,31920.89061,2.713228997,50.29714307,12.30411534,238.5025278,16705344.91,12365.89004,448.6063405,> 135440,,,,
102-4,N/A,2.312561495,425.7865696,29523.48105,N/A,48.87844131,< 5.74759945130316,251.7315596,15282633.54,14070.75109,N/A,> 135440,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Range,,,,,,,,,,,,,,,
Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,,
Standard1,Invalid curve fit,,,,,,,,,,,,,,,
Standard2,Invalid curve fit,,,,,,,,,,,,,,,
Standard3,Invalid curve fit,,,,,,,,,,,,,,,
Standard4,Invalid curve fit,,,,,,,,,,,,,,,
Standard5,Invalid curve fit,,,,,,,,,,,,,,,
Standard6,Invalid curve fit,,,,,,,,,,,,,,,
Standard7,Invalid curve fit,,,,,,,,,,,,,,,
76-1,Invalid curve fit,,,,,,,,,,,,,,,
76-2,Invalid curve fit,,,,,,,,,,,,,,,
76-3,Invalid curve fit,,,,,,,,,,,,,,,
76-4,Invalid curve fit,,,,,,,,,,,,,,,
77-1,Invalid curve fit,,,,,,,,,,,,,,,
77-2,Invalid curve fit,,,,,,,,,,,,,,,
77-3,Invalid curve fit,,,,,,,,,,,,,,,
77-4,Invalid curve fit,,,,,,,,,,,,,,,
79-1,Invalid curve fit,,,,,,,,,,,,,,,
79-2,Invalid curve fit,,,,,,,,,,,,,,,
79-3,Invalid curve fit,,,,,,,,,,,,,,,
79-4,Invalid curve fit,,,,,,,,,,,,,,,
81-1,Invalid curve fit,,,,,,,,,,,,,,,
81-2,Invalid curve fit,,,,,,,,,,,,,,,
81-3,Invalid curve fit,,,,,,,,,,,,,,,
81-4,Invalid curve fit,,,,,,,,,,,,,,,
84-1,Invalid curve fit,,,,,,,,,,,,,,,
84-2,Invalid curve fit,,,,,,,,,,,,,,,
84-3,Invalid curve fit,,,,,,,,,,,,,,,
84-4,Invalid curve fit,,,,,,,,NaN,,,,,,,
95-1,Invalid curve fit,,,,,,,,,,,,,,,
95-2,Invalid curve fit,,,,,,,,,,,,,,,
95-3,Invalid curve fit,,,,,,,,,,,,,,,
95-4,Invalid curve fit,,,,,,,,,,,,,,,
96-1,Invalid curve fit,,,,,,,,,,,,,,,
96-2,Invalid curve fit,,,,,,,,,,,,,,,
96-3,Invalid curve fit,,,,,,,,,,,,,,,
96-4,Invalid curve fit,,,,,,,,,,,,,,,
99-1,Invalid curve fit,,,,,,,,,,,,,,,
99-2,Invalid curve fit,,,,,,,,,,,,,,,
99-3,Invalid curve fit,,,,,,,,,,,,,,,
99-4,Invalid curve fit,,,,,,,,,,,,,,,
101-1,Invalid curve fit,,,,,,,,,,,,,,,
101-2,Invalid curve fit,,,,,,,,,,,,,,,
101-3,Invalid curve fit,,,,,,,,,,,,,,,
101-4,Invalid curve fit,,,,,,,,,,,,,,,
102-1,Invalid curve fit,,,,,,,,,,,,,,,
102-2,Invalid curve fit,,,,,,,,,,,,,,,
102-3,Invalid curve fit,,,,,,,,,,,,,,,
102-4,Invalid curve fit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,%CV Replicates,,,,,,,,,,,,,,,
Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,,
Standard1,NaN,0.083370618,1.137872904,0.633531669,0.266609958,3.769368293,1.31495689,9.768788229,2.968141011,0.978880436,1.814526426,0.411743427,,,,
Standard2,NaN,28.01866894,11.27148453,27.32832454,36.77917471,64.70669456,41.97771981,31.24514133,28.41318258,40.41427609,32.70153086,21.96364085,,,,
Standard3,NaN,2.984855785,1.076636712,0.255870389,2.758531439,2.361863193,2.760465818,2.957982588,3.974676931,3.413824001,1.573674367,2.162100202,,,,
Standard4,NaN,43.58953907,84.61000045,69.00858116,53.17491393,54.49853807,4.185750122,63.10119864,0,84.86931502,0,89.18354164,,,,
Standard5,NaN,3.839423053,12.24021759,1.655729036,14.97371151,0.637155189,1.991539476,2.228265015,2.806476372,2.040754621,0.578670336,0,,,,
Standard6,NaN,35.49125333,6.313907467,8.733562702,18.1665036,28.96207922,33.42818929,24.88122041,30.77574622,29.12783699,32.70418518,0,,,,
Standard7,NaN,19.29597217,0,17.68044858,18.98877848,0,0,60.45500363,0,19.1877495,0,0,,,,
76-1,NaN,0,9.230507329,1.955467424,0,8.673175593,0,9.133877914,13.13059041,0.543621443,57.73216729,42.95722299,,,,
76-2,NaN,10.3612397,8.531834653,1.521066177,31.58088011,30.43058665,0,45.55913752,13.35285128,31.9798764,34.44112776,64.49993002,,,,
76-3,NaN,4.337578536,0.951950516,1.984983749,65.26519474,1.153754156,NaN,3.738726459,1.651745175,1.074383903,11.15440077,29.57103394,,,,
76-4,NaN,12.25203107,0.343722358,0.686550276,0,1.120776318,NaN,8.041049782,12.40056596,1.626706443,23.18572491,105.8514151,,,,
77-1,NaN,10.3473485,2.178494202,3.890421503,12.9813355,14.22332696,NaN,2.656007099,8.59771268,7.308784758,11.15440077,33.52961,,,,
77-2,NaN,7.917658713,19.96230141,16.02869847,NaN,49.12314994,NaN,19.47770501,9.221365864,73.70670011,47.66661169,0,,,,
77-3,NaN,25.48792892,0.336880208,4.732598085,0,3.850739123,NaN,1.662959983,7.831266755,3.845072901,37.50938381,59.05811239,,,,
77-4,NaN,19.24782641,2.276161857,2.617315163,37.5545605,0.81606085,0,9.122900034,7.727263024,0.117760172,NaN,7.464552836,,,,
79-1,NaN,8.976092425,1.521514764,0.99254888,0,4.553281973,0,7.937083361,0.15194549,1.19657126,57.73216729,13.48833607,,,,
79-2,NaN,0,22.4277849,1.722338788,NaN,29.49036327,NaN,19.1791477,4.957345876,38.18023711,NaN,43.14571262,,,,
79-3,NaN,10.3612397,4.725049684,1.625541898,NaN,5.155789384,NaN,3.462795847,3.474743583,6.505163914,NaN,1.876298393,,,,
79-4,NaN,10.3612397,6.141961553,0.888375787,NaN,0.743360609,0,3.518858677,1.765910265,1.664593527,NaN,0.49607147,,,,
81-1,NaN,26.99151749,0.528326103,1.838704955,0,1.879363281,0,4.363189377,6.849248212,3.975489413,NaN,NaN,,,,
81-2,NaN,73.46253986,3.952754557,57.02801191,72.84283826,0,NaN,13.79653166,10.08187209,28.57206208,0,NaN,,,,
81-3,NaN,54.20705039,5.418074602,1.288047303,NaN,10.50165226,0,8.044022715,3.755517886,9.056061799,75.84193502,0,,,,
81-4,NaN,22.47064259,2.303413938,1.942503097,NaN,1.177355394,NaN,3.128286029,18.70829112,3.347153851,75.84193502,NaN,,,,
84-1,NaN,14.95824882,5.896933575,0.320709144,18.98877848,0.734635098,NaN,2.990153928,31.71372213,1.60673537,25.91280911,62.4331096,,,,
84-2,NaN,13.45877406,13.78787267,5.538927351,14.1450622,34.41415411,13.96338084,14.90259387,38.69352151,17.54015656,0,NaN,,,,
84-3,NaN,7.917658713,5.859990611,1.538373261,18.98877848,5.82637612,0,4.821367172,37.88228227,24.85170107,11.15440077,NaN,,,,
84-4,NaN,24.95370272,39.47531777,0.688420727,0,0,24.41840846,9.290564545,0,0,NaN,1.982280641,,,,
95-1,NaN,139.4278831,58.35193758,29.81965986,NaN,2.919703087,83.81551941,16.24201251,0.57008965,0,0,129.02944,,,,
95-2,NaN,12.23261059,10.18155663,3.396793368,35.33285601,22.88555427,52.956042,29.57484491,21.36256523,91.78007,28.10156112,0,,,,
95-3,NaN,13.45877406,4.245744361,1.717120882,0,12.22439095,45.53194305,2.266096914,14.28147848,11.75754969,47.66661169,0,,,,
95-4,NaN,13.45877406,17.91692281,2.564977882,NaN,14.87766205,NaN,3.281413894,10.67115544,4.329754581,89.58766615,0,,,,
96-1,NaN,82.22042659,4.075338181,0.657408216,0,5.378600633,23.23481387,4.255538125,6.877427335,6.081831729,14.97482592,25.50065666,,,,
96-2,NaN,33.7946134,7.467736121,2.057280728,8.089971303,40.66349244,0,5.399616605,12.02754503,36.47192946,16.3336422,59.68425648,,,,
96-3,NaN,27.08635501,5.588185972,0.040042609,NaN,5.44764715,0,8.384934639,5.101598842,7.16574524,23.18572491,1.956964639,,,,
96-4,NaN,NaN,6.561354741,2.432273504,45.10590625,2.059628445,52.956042,0.65960025,5.884463259,1.085029891,27.2398984,0,,,,
99-1,NaN,8.976092425,3.338402369,1.0680775,0,1.337022942,45.89953037,3.880519007,3.312730618,3.335013074,14.97482592,7.27452605,,,,
99-2,NaN,7.917658713,10.64889521,4.881828587,37.03591188,24.96671296,13.96338084,6.802895144,15.87086375,33.71968347,47.66661169,43.00956245,,,,
99-3,NaN,8.976092425,4.299683157,3.304248525,6.004193119,9.168500834,0,8.758188275,8.012245071,7.148239425,14.97482592,93.73809735,,,,
99-4,NaN,29.33235495,5.930315953,1.725707544,65.26519474,10.86310262,NaN,8.503604058,16.41011384,5.606322366,NaN,NaN,,,,
101-1,NaN,13.03094557,7.289587662,0.913984872,12.9813355,11.75991595,NaN,10.9301098,3.937207528,11.90709958,17.94908681,4.286079114,,,,
101-2,NaN,16.83393207,24.57058045,1.768564846,30.36191972,48.57235978,23.94134952,22.01024258,4.097176413,43.78318991,23.56871589,28.94274641,,,,
101-3,NaN,45.04222287,5.701794669,0.439222334,21.44279749,3.275113624,31.66957824,0,2.011904783,4.769920189,28.10156112,9.64544927,,,,
101-4,NaN,14.98730215,0.233472899,3.038003769,0,0.386826247,NaN,1.506861865,6.769422594,3.55263632,68.37877473,108.5432113,,,,
102-1,NaN,16.81558754,1.710285642,0.083336678,14.88888783,0.531212367,13.96338084,8.482890469,6.715966984,5.465772647,8.926655653,0,,,,
102-2,NaN,12.22873388,3.120232153,1.043601601,30.37658883,9.447614958,5.417687932,15.63217696,3.561865856,26.6302546,22.63665243,0,,,,
102-3,NaN,5.848750769,8.538361385,6.230254198,14.88888783,6.138254997,10.1475867,6.516188872,2.000725858,16.14230014,0,0,,,,
102-4,NaN,12.25203107,6.764519601,2.464817538,NaN,2.211649166,0,8.060091748,0.042211654,6.441139512,NaN,0,,,,
,,,,,,,,,,,,,,,,
DataType:,% Recovery,,,,,,,,,,,,,,,
Location,Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,
"1(1,A1)",Standard1,0,111.36,109.1,102.14,154.06,263.24,156.09,125.57,122.52,121.23,119.85,104.76,,,
"2(1,B1)",Standard1,0,111.5,107.36,103.06,153.48,249.57,159.02,144.2,117.49,122.92,122.97,105.37,,,
"3(1,C1)",Standard2,0,106.83,100.91,124.88,109.2,162.7,118.86,111.8,108.9,130.68,114.48,116.47,,,
"4(1,D1)",Standard2,0,71.5,86.01,84.43,64.12,60.55,64.45,71.34,72.46,72.59,71.48,85.15,,,
"5(1,E1)",Standard3,0,102.99,91.31,101.39,96.85,84.99,90.47,89.86,95.51,87.93,99.59,98.5,,,
"6(1,F1)",Standard3,0,107.43,92.72,101.75,100.7,87.88,94.07,93.7,101.03,92.28,101.83,101.56,,,
"7(1,G1)",Standard4,0,251.76,464.88,276.17,258.33,275.23,118.18,305.92,NaN,476.19,NaN,465.75,,,
"8(1,H1)",Standard4,0,133.13,116.84,95.04,117.15,122.11,125.39,117.15,124.03,119,122.35,105.5,,,
"9(1,A2)",Standard5,0,112.99,97.22,96.39,93.65,99.6,106.13,102.81,110.35,102.17,105.21,95.6,,,
"10(1,B2)",Standard5,0,107.02,115.64,94.16,115.82,98.71,103.19,106.11,114.82,99.26,104.35,95.6,,,
"11(1,C2)",Standard6,0,119.3,97.57,113.72,107.32,143.79,123.82,119.4,117.08,126.94,128.41,101.54,,,
"12(1,D2)",Standard6,0,71.43,89.23,100.49,82.89,94.9,76.48,83.67,75.23,83.58,80.17,101.54,,,
"13(1,E2)",Standard7,0,125.73,101.76,83.7,124.15,102.65,117,73.14,108.17,119.35,105.1,99.74,,,
"14(1,F2)",Standard7,0,95.54,101.76,107.62,94.76,102.65,117,182.36,108.17,90.83,105.1,99.74,,,
,,,,,,,,,,,,,,,,
DataType:,Comments,,,,,,,,,,,,,,,
Location,Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,,,
"1(1,A1)",Standard1,Invalid curve fit,,Extrapolated,,Extrapolated,Extrapolated,,,Extrapolated,,,,,,
